07/03/17-05:21:15.196399 ,TCP,"Reset outside window",172.16.0.12,8081,185.117.118.234,42990
07/03/17-05:21:17.328189 ,TCP,"Reset outside window",172.16.0.12,8081,185.117.118.234,38775
07/03/17-05:21:30.243881 ,TCP,"Reset outside window",172.16.0.12,8081,5.196.29.217,56662
07/03/17-05:21:32.097289 ,TCP,"Reset outside window",172.16.0.12,8081,5.196.29.217,56670
07/03/17-05:21:58.780187 ,TCP,"Reset outside window",172.16.0.12,8081,178.17.174.14,37686
07/03/17-05:22:01.140141 ,TCP,"Reset outside window",172.16.0.12,8081,178.17.174.14,37903
07/03/17-06:56:16.657557 ,TCP,"Reset outside window",172.16.0.12,8081,100.2.127.204,18879
07/03/17-07:39:39.005570 ,TCP,"Reset outside window",172.16.0.12,8081,47.199.195.85,57905
07/03/17-08:20:19.378412 ,,"(spp_sdf) SDF Combination Alert",23.228.128.208,,172.16.0.12,
07/03/17-11:16:17.069077 ,TCP,"Reset outside window",172.16.0.12,8081,100.2.127.204,34074
07/03/17-12:55:09.646001 ,TCP,"Reset outside window",172.16.0.12,3012,82.145.215.118,443
07/03/17-13:32:42.805300 ,TCP,"Reset outside window",172.16.0.12,8081,79.150.232.39,52344
07/03/17-13:32:43.830358 ,TCP,"Reset outside window",172.16.0.12,8081,79.150.232.39,52347
07/03/17-13:32:48.360724 ,TCP,"Reset outside window",172.16.0.12,8081,79.150.232.39,52353
07/03/17-13:43:16.123308 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52285
07/03/17-13:43:17.467357 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52291
07/03/17-13:43:18.077780 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52293
07/03/17-13:43:18.677645 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52296
07/03/17-13:43:19.270283 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52299
07/03/17-13:43:19.873844 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52304
07/03/17-13:43:20.513938 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52305
07/03/17-13:43:21.168342 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52307
07/03/17-13:43:21.487399 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52309
07/03/17-13:43:22.101392 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52315
07/03/17-13:43:22.684556 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52318
07/03/17-13:43:23.298605 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52319
07/03/17-13:43:23.923474 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52323
07/03/17-13:43:24.533393 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52325
07/03/17-13:43:25.141183 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52328
07/03/17-13:43:25.711580 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52331
07/03/17-13:43:29.517359 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52340
07/03/17-13:43:30.115869 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52343
07/03/17-13:43:30.724066 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52344
07/03/17-13:43:31.357260 ,TCP,"Reset outside window",172.16.0.12,8081,68.203.10.208,52345
07/03/17-15:23:43.452412 ,TCP,"Reset outside window",172.16.0.12,8081,178.157.251.18,39793
07/03/17-15:23:44.568285 ,TCP,"Reset outside window",172.16.0.12,8081,178.157.251.18,39674
07/03/17-16:24:44.890725 ,,"(spp_sdf) SDF Combination Alert",23.228.128.201,,172.16.0.12,
07/03/17-16:25:17.108500 ,,"(spp_sdf) SDF Combination Alert",23.228.128.201,,172.16.0.12,
07/03/17-17:49:29.161981 ,TCP,"Reset outside window",172.16.0.12,8081,195.22.24.162,54560
07/03/17-17:49:34.774833 ,,"(portscan) UDP Portsweep",172.16.0.12,,195.22.24.162,
